site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
Holy Family School,3415 W Arthington St,Chicago,IL,60624-4104,41.869649,-87.711835,Eligible School
CS Academy II,1443 W 63rd St,Chicago,IL,60636-2353,41.779209,-87.661045,Eligible School
CS Academy,6014 S Racine Ave,Chicago,IL,60636-1918,41.784534,-87.654987,Eligible School
Lubavitch Mesivta of Chicago,2756 W Morse Ave,Chicago,IL,60645-4519,42.006927,-87.699578,Eligible School
Lubavitch Girls High Sch,6350 N Whipple St,Chicago,IL,60659-1420,41.99608,-87.705817,Eligible School
Esperanza School,520 N Marshfield Ave,Chicago,IL,60622-6731,41.892023,-87.668544,Eligible School
Oakdale Christian Academy,9440 S Vincennes Ave,Chicago,IL,60620-3680,41.722033,-87.65081,Eligible School
Lawrence Hall Youth Services,4833 N Francisco Ave,Chicago,IL,60625-3640,41.971537,-87.701939,Eligible School
Chicago West Side Christian Sch,1240 S Pulaski Rd,Chicago,IL,60623-1233,41.864953,-87.725501,Eligible School
Amandla Charter School,6820 S Washtenaw Ave,Chicago,IL,60629-1826,41.769305,-87.690984,Eligible School
Shabazz Intl Chtr-B A Sizemore,6936 S Hermitage Ave,Chicago,IL,60636-3333,41.767395,-87.668146,Eligible School
Betty Shabazz International Charter School,7823 S Ellis Ave,Chicago,IL,60619-3213,41.752433,-87.60005,Eligible School
Village Leadership Academy,800 S Wells St Ste 90,Chicago,IL,60607-4530,41.871837,-87.634288,Eligible School
Yeshiva Ohr Boruch,2828 W Pratt Blvd,Chicago,IL,60645-4314,42.005125,-87.700965,Eligible School
Cheder Lubavitch,5201 Howard St,Skokie,IL,60077-2808,42.018708,-87.758251,Eligible School
Cheder Lubavitch Hebrew Day Sch,2809 W Jarvis Ave,Chicago,IL,60645-1205,42.015541,-87.699946,Eligible School
KEC  Area Voc Center,21255 Malta Rd,Malta,IL,,41.942182,-88.87732,Eligible School
West Elem School,240 S Fair St,Sycamore,IL,60178-1641,41.987151,-88.698095,Eligible School
DeKalb High School,501 W Dresser Rd,DeKalb,IL,60115-8227,41.952188,-88.755084,Eligible School
Jefferson Elem School,211 McCormick Dr,DeKalb,IL,60115-1813,41.948473,-88.750264,Eligible School
Huntley Middle School,1515 S 4th St,DeKalb,IL,60115-4656,41.911789,-88.75333,Eligible School
Malta Elementary School,5068 IL Route 38,Malta,IL,60150-8332,41.931731,-88.88516,Eligible School
Lincoln Elementary School,220 E Sunset Pl,DeKalb,IL,60115-4426,41.918075,-88.75665,Eligible School
Cortland Elementary School,370 E Lexington Ave,Cortland,IL,60112-4417,41.907572,-88.67869,Eligible School
Clinton Rosette Middle School,650 N 1st St,DeKalb,IL,60115-3154,41.935976,-88.751208,Eligible School
Gwendolyn Brooks Elem Sch,3225 Sangamon Dr,DeKalb,IL,60115-4702,41.92947,-88.75036,Eligible School
Littlejohn Elem School,1121 School St,DeKalb,IL,60115-2574,41.938576,-88.739375,Eligible School
Tyler Elementary School,1021 Alden Circle,De Kalb,IL,60115-4398,41.919553,-88.764976,Eligible School
Founders Elementary School,821 S 7th St,DeKalb,IL,60115-4572,41.920693,-88.748776,Eligible School
Safe School Program,408 W Washington St,Bloomington,IL,61701-3808,40.479255,-88.99714,Eligible School
Regional Alop School,408 W Washington St,Bloomington,IL,61701-3808,40.479255,-88.99714,Eligible School
Clinton Jr High School,701 Illini Dr,Clinton,IL,61727-2285,40.151414,-88.972714,Eligible School
Douglas Elem School,905 E Main St,Clinton,IL,61727-1804,40.153052,-88.951197,Eligible School
Woodland High School,5800 E 3000 North Rd,Streator,IL,61364-8881,41.061486,-88.81691,Eligible School
Woodland Elementary/Jr High Sch,5800 E 3000 North Rd,Streator,IL,61364-8881,41.061486,-88.81691,Eligible School
Tri-Point High School,PO Box 316,Cullom,IL,60929-0316,40.882509,-88.30019,Eligible School
Tri Point Elementary School,PO Box 128,Kempton,IL,60946-0128,40.897321,-88.186897,Eligible School
Tri-Point Jr High/Elementary,PO Box 158,Piper City,IL,60959-0158,40.720981,-88.186732,Eligible School
Prairie Central Primary East,PO Box 816,Chatsworth,IL,60921-0816,40.736954,-88.294923,Eligible School
Livingston County Academy,205 N Adams St,Flanagan,IL,61740-9036,40.88136,-88.854002,Eligible School
Livingston Co Crossroads Academy,205 N Adams St,Flanagan,IL,61740-9036,40.88136,-88.854002,Eligible School
Pontiac Jr High School,600 N Morrow St,Pontiac,IL,61764-1451,40.882779,-88.617579,Eligible School
Washington Elem School,400 N Morrow St,Pontiac,IL,61764-1496,40.883358,-88.617733,Eligible School
Central Elem School,117 W Livingston St,Pontiac,IL,61764-1821,40.882151,-88.629638,Eligible School
Lincoln Elementary School,514 S Main St,Pontiac,IL,61764-2477,40.874332,-88.62844,Eligible School
Odell Grade School,203 N East St,Odell,IL,60460-9602,41.002254,-88.520499,Eligible School
Hartsburg-Emden Jr-Sr High School,400 W Front St,Hartsburg,IL,62643-7325,40.249904,-89.443903,Eligible School
Adams Elem School,1311 Nicholson Rd,Lincoln,IL,62656-1202,40.162532,-89.357936,Eligible School
Central Elem School,100 7th St,Lincoln,IL,62656-2682,40.148795,-89.368115,Eligible School
Lincoln Jr High School,208 Broadway St,Lincoln,IL,62656-2015,40.14943,-89.366206,Eligible School
Washington-Monroe Elem School,1002 Pekin St,Lincoln,IL,62656-2915,40.145344,-89.357979,Eligible School
Northwest Elem School,506 11th St,Lincoln,IL,62656-1902,40.154188,-89.375052,Eligible School
New Holland-Middletown Elem Sch,75 1250th St,Middletown,IL,62666-9734,40.098764,-89.586432,Eligible School
Brigham Elementary School,201  Brigham School Rd,Bloomington,IL,,40.442255,-88.993907,Eligible School
Fairview Elem School,416 Fairview St,Normal,IL,61761-1221,40.525328,-88.993222,Eligible School
Sugar Creek Elem School,200 N Towanda Ave,Normal,IL,61761-1940,40.512841,-88.95958,Eligible School
Parkside Elementary School,1900 W College Ave,Normal,IL,61761-2368,40.51064,-89.024268,Eligible School
Fox Creek Elementary School,3910 Timberwolf Trl,Bloomington,IL,61705-4241,40.438305,-89.052378,Eligible School
Oakdale Elem School,601 S Adelaide St,Normal,IL,61761-2927,40.505333,-89.002476,Eligible School
Cedar Ridge Elem School,2808 Breezewood Blvd,Bloomington,IL,61704-9347,40.441767,-88.986589,Eligible School
Olympia South Elem Sch,103 NE 5th St,Atlanta,IL,61723-8919,40.264036,-89.235501,Eligible School
Ridgeview High School,202 E Wood St,Colfax,IL,61728-9224,40.563987,-88.614241,Eligible School
Ridgeview Elementary School,300 S Harrison St,Colfax,IL,61728-9216,40.563477,-88.61343,Eligible School
Ridgeview Jr High School,202 E Wood St,Colfax,IL,61728-9224,40.563987,-88.614241,Eligible School
McLean County of,PO Box 2400,Bloomington,IL,61702-2400,40.519236,-88.864303,Eligible School
Hammitt Junior-Senior High Sch,612 Oglesby Ave,Normal,IL,61761-1888,40.522701,-88.97475,Eligible School
Hammitt School at the Baby Fold,612 Oglesby Ave,Normal,IL,61761-1888,40.522701,-88.97475,Eligible School
Bloomington High School,1202 E Locust St,Bloomington,IL,61701-3363,40.486567,-88.973871,Eligible School
Bloomington Jr High School,901 Colton Ave,Bloomington,IL,61701-3374,40.486994,-88.976321,Eligible School
Stevenson Elem School,2106 Arrowhead Dr,Bloomington,IL,61704-2357,40.494489,-88.945139,Eligible School
Bent Elem School,904 N Roosevelt Ave,Bloomington,IL,61701-2936,40.487371,-88.997338,Eligible School
Sheridan Elem School,1403 W Walnut St,Bloomington,IL,61701-2652,40.486716,-89.010621,Eligible School
Irving Elementary School,602 W Jackson St,Bloomington,IL,61701-4904,40.474753,-89.000462,Eligible School
W A Johnson Sch,252 Ridgewood Ave,Bensenville,IL,60106-2316,41.939807,-87.956649,Eligible School
Tioga Elementary School,212 W Memorial Rd,Bensenville,IL,60106-2692,41.949307,-87.941769,Eligible School
Blackhawk Middle School,250 S Church Rd,Bensenville,IL,60106-2303,41.950052,-87.958823,Eligible School
Wesley Elem School,1111 W Westwood Trl,Addison,IL,60101-2156,41.93515,-88.016408,Eligible School
Ardmore Elem School,644 S Ardmore Ave,Addison,IL,60101-4802,41.914698,-87.980033,Eligible School
Indian Trail Jr High School,222 N Jf Kennedy Dr,Addison,IL,60101-6602,41.93106,-88.01305,Eligible School
Fullerton Elem School,400 S Michigan Ave,Addison,IL,60101-4605,41.917459,-87.984878,Eligible School
Lake Park Elem School,330 W Lake Park Dr,Addison,IL,60101-3744,41.92301,-87.997901,Eligible School
Addison Early Learning Center,650 S Ardmore Ave,Addison,IL,60101-4802,41.914698,-87.980033,Eligible School
Lincoln Elem School,720 N Lincoln Ave,Addison,IL,60101-2573,41.940496,-87.996142,Eligible School
Army Trail Elem School,346 W Army Trail Blvd,Addison,IL,60101-3402,41.931768,-87.996884,Eligible School
Oakbrook Elem School,170 S Wood Dale Rd,Wood Dale,IL,60191-2271,41.953864,-87.978757,Eligible School
Wood Dale Jr High School,6N655 Wood Dale Rd,Wood Dale,IL,60191-1125,41.990855,-87.979822,Eligible School
Westview Elem School,200 N Addison Rd,Wood Dale,IL,60191-1984,41.959573,-87.990951,Eligible School
Winnebago Elem School,195 Greenway Dr,Bloomingdale,IL,60108-2026,41.942003,-88.069826,Eligible School
Marquardt Middle School,1912 Glen Ellyn Rd,Glendale Heights,IL,60139-2203,41.92798,-88.065345,Eligible School
G Stanley Hall Elem School,1447 Wayne Ave,Glendale Heights,IL,60139-2915,41.912804,-88.053255,Eligible School
Reskin Elem School,1555 Ardmore Ave,Glendale Heights,IL,60139-2505,41.915813,-88.068132,Eligible School
Black Hawk Elem School,2101 Gladstone Dr,Glendale Heights,IL,60139-1809,41.935931,-88.083925,Eligible School
Americana Intermediate School,1629 President St,Glendale Heights,IL,60139-2017,41.918137,-88.089884,Eligible School
Greenbrook Elem School,5208 Arlington Cir,Hanover Park,IL,60133-5519,41.969458,-88.137194,Eligible School
Philip J Rock Center and School,818 Du Page Blvd,Glen Ellyn,IL,60137-5810,41.862369,-88.05376,Eligible School
Indian Knoll Elem School,N645 Indian Knoll Rd,West Chicago,IL,60185-2424,41.884088,-88.173123,Eligible School
Gary Elementary School,130 E Forest Ave,West Chicago,IL,60185-3524,41.872591,-88.201594,Eligible School
Pioneer Elem School,615 Kenwood Ave,West Chicago,IL,60185-3227,41.875404,-88.214047,Eligible School
Wegner Elementary School,1180 Marcella Ln,West Chicago,IL,60185-5050,41.905665,-88.21098,Eligible School
Turner Elem School,750 Ingalton Ave,West Chicago,IL,60185-2090,41.894451,-88.200641,Eligible School
Currier Elementary School,800 Garys Mill Rd,West Chicago,IL,60185-4100,41.85676,-88.191666,Eligible School
Early Learning Center,300 E Forest Ave,West Chicago,IL,60185-3528,41.87093,-88.201266,Eligible School
Leman Middle School,238 E Hazel St,West Chicago,IL,60185-3512,41.873675,-88.202393,Eligible School
Madison Elementary School,150 W Madison St,Lombard,IL,60148-3317,41.876096,-88.021359,Eligible School
Jackson Middle School,301 W Jackson St,Villa Park,IL,60181-3127,41.869925,-87.985278,Eligible School
Jefferson Middle School,255 W Vermont St,Villa Park,IL,60181-1943,41.897746,-87.984904,Eligible School
North Elem School,150 W Sunset Ave,Villa Park,IL,60181-1540,41.901964,-87.982816,Eligible School
Schafer Elem School,700 E Pleasant Ln,Lombard,IL,60148-1923,41.897246,-88.001478,Eligible School
Stevenson School,18W331 15th St,Lombard,IL,60148-4191,41.854062,-87.985719,Eligible School
York Center Elem School,895 E 14Th St,Lombard,IL,60148-4704,41.8567,-87.99723,Eligible School
Addison Trail High School,213 N Lombard Rd,Addison,IL,60101-1906,41.932436,-88.020204,Eligible School
Burr Ridge Middle School,15W451 91st St,Burr Ridge,IL,60527-6379,41.723501,-87.925337,Eligible School
Anne M Jeans Elem School,16W631 91st St,Willowbrook,IL,60527-6126,41.722519,-87.949449,Eligible School
Clifford Johnson School,2S700 Continental Dr,Warrenville,IL,60555-1456,41.828796,-88.207712,Eligible School
Georgetown Elementary School,995 Long Grove Dr,Aurora,IL,60504-5958,41.737044,-88.240864,Eligible School
Wheatland Academy,3003 103Rd St,Naperville,IL,60564-8000,41.696012,-88.206168,Eligible School
Conrad Fischer Elem School,888 N Wilson St,Elmhurst,IL,60126-1376,41.926992,-87.936533,Eligible School
Deaf/Hard of Hearing Programs,2900 Ogden Ave,Lisle,IL,60532-1631,41.797383,-88.107753,Eligible School
Southeast Alternative School,6S331 Cornwall Rd,Naperville,IL,60540-3635,41.779496,-88.11139,Eligible School
Transition Program,2900 Ogden Ave,Lisle,IL,60532-1631,41.797383,-88.107753,Eligible School
ROE 20 Learning Alternative Branch School,305 S Powell St,Norris City,IL,62869-1152,37.978255,-88.324394,Eligible School
ROE 20 Learning Alt Branch School,305 S Powell St,Norris City,IL,62869-1152,37.978255,-88.324394,Eligible School
Gallatin High School,5175 Highway 13,Junction,IL,62954-2101,37.740495,-88.278522,Eligible School
Gallatin Junior High School,5175 Highway 13,Junction,IL,62954-2101,37.740495,-88.278522,Eligible School
Gallatin Elementary School,5175 Highway 13,Junction,IL,62954-2101,37.740495,-88.278522,Eligible School
Hamilton County Jr/Sr High School,1 Fox Ln,Mc Leansboro,IL,62859-1149,38.168381,-88.464216,Eligible School
East Side Elementary School,501 E Randolph St,Mc Leansboro,IL,62859-1564,38.089699,-88.529749,Eligible School
Hardin County High School,PO Box 218,Elizabethtown,IL,62931-0218,37.500757,-88.238292,Eligible School
Hardin County Jr High School,PO Box 218,Elizabethtown,IL,62931-0218,37.500757,-88.238292,Eligible School
Hardin County Elem School,PO Box 218,Elizabethtown,IL,62931-0218,37.500757,-88.238292,Eligible School
Pope Co High School,125 State Highway 146 W,Golconda,IL,62938-4203,37.360193,-88.488571,Eligible School
Pope County Elementary School,125 State Highway 146 W,Golconda,IL,62938-4203,37.360193,-88.488571,Eligible School
Galatia High School,200 N McKinley St,Galatia,IL,62935-1104,37.843073,-88.605356,Eligible School
Galatia Jr High,200 N McKinley St,Galatia,IL,62935-1104,37.843073,-88.605356,Eligible School
Galatia Elem School,200 N Hickory St,Galatia,IL,62935-1002,37.841102,-88.613244,Eligible School
Carrier Mills-Stonefort H S,7071 US 45 S,Carrier Mills,IL,62917-1230,37.683661,-88.622768,Eligible School
Carrier Mills-Stonefort Elem Sch,213 W Furlong St,Carrier Mills,IL,,37.686922,-88.632479,Eligible School
Harrisburg High School,333 W College St,Harrisburg,IL,62946-2518,37.728394,-88.547536,Eligible School
Harrisburg Middle School,312 Bulldog Blvd,Harrisburg,IL,62946-4686,37.720129,-88.536736,Eligible School
East Side Intermediate School,315 E Church St,Harrisburg,IL,62946-1708,37.736881,-88.53636,Eligible School
West Side Primary School,411 W Lincoln St,Harrisburg,IL,62946-2009,37.734147,-88.546791,Eligible School
Eldorado High School,2200 Illinois Ave,Eldorado,IL,62930-1851,37.819667,-88.436194,Eligible School
Eldorado Elem School,1100 Alexander St,Eldorado,IL,62930-2328,37.826898,-88.43633,Eligible School
Eldorado Middle School,1907 1st St,Eldorado,IL,62930-2103,37.816811,-88.444402,Eligible School
Allendale Elementary School,PO Box 130,Allendale,IL,62410-0130,38.527638,-87.706344,Eligible School
Mt Carmel Junior High School,201 N Pear St,Mount Carmel,IL,62863-2101,38.409227,-87.755184,Eligible School
Mt Carmel Grade School,1520 Poplar St,Mount Carmel,IL,62863-1260,38.414027,-87.771318,Eligible School
Mt Carmel Elementary School,1300 N Walnut St,Mount Carmel,IL,62863-1257,38.411511,-87.765731,Eligible School
Geff Elem School,201 E Lafayette St,Geff,IL,62842-1001,38.441829,-88.405181,Eligible School
Center Street Elem School,200 W Center St,Fairfield,IL,62837-1701,38.377405,-88.363429,Eligible School
North Side Elem School,806 N 1st St,Fairfield,IL,62837-2458,38.386695,-88.359628,Eligible School
Mount Erie Elem School,300 School Dr,Mount Erie,IL,62446-1117,38.51505,-88.23115,Eligible School
Johnsonville Elem School,891 County Highway 16,Johnsonville,IL,62850-1010,38.519401,-88.536564,Eligible School
Cisne Middle School,PO Box 69,Cisne,IL,62823-0069,38.51588,-88.43755,Eligible School
Wells Elementary School,704 W North St,Grayville,IL,62844-1338,38.25782,-88.00482,Eligible School
Booth Elementary School,PO Box 39,Enfield,IL,62835-0039,38.100523,-88.29927,Eligible School
Washington Attendance Center,205 W Main St,Carmi,IL,62821-1485,38.088151,-88.162953,Eligible School
Lincoln Attendance Center,113 10th St,Carmi,IL,62821-1484,38.083233,-88.17399,Eligible School
Jefferson Attendance Center,713 4th St,Carmi,IL,62821-1077,38.094505,-88.166229,Eligible School
Brownsville Attendance Center,1187 County Road 700 E,Carmi,IL,62821-5400,38.053144,-88.265574,Eligible School
Norris City Annex,PO Box 246,Norris City,IL,62869-0246,37.98116,-88.32921,Eligible School
Starquest Acad RSSP North,PO Box 303,Johnston City,IL,62951-0303,37.802518,-88.961656,Eligible School
Starquest Acad RSSP South,1102 W 10th St,Metropolis,IL,62960-2432,37.16189,-88.738848,Eligible School
Project Echo,PO Box 238,Johnston City,IL,62951-0238,37.802518,-88.961656,Eligible School
Franklin County Juvenile Detention Center,409 E Washington St,Benton,IL,62812-2180,37.998006,-88.916219,Eligible School
Benton Grade Sch 5-8,1000 Forrest St,Benton,IL,62812-3337,37.969001,-88.902641,Eligible School
Benton Grade Sch K-4,1000 E McKenzie St,Benton,IL,62812-3352,37.989147,-88.909682,Eligible School
Christopher High,1 Bearcat Dr,Christopher,IL,62822-1099,37.977899,-89.063014,Eligible School
Christopher Elem School,501 S Snider St,Christopher,IL,62822-1360,37.96794,-89.058422,Eligible School
Benton Cons High School,511 E Main St,Benton,IL,62812-2522,37.996232,-88.911761,Eligible School
Ewing-Northern Elem School,51 N Main St,Ewing,IL,62836-1437,38.090453,-88.853041,Eligible School
Frankfort Community High School,601 E Main St,West Frankfort,IL,62896-1333,37.89784,-88.920424,Eligible School
Frankfort Intermediate School,800 N Cherry St,West Frankfort,IL,62896-1668,37.905657,-88.909397,Eligible School
Central Jr High School,1600 E 9th St,West Frankfort,IL,62896-1600,37.9068,-88.910131,Eligible School
Denning Elementary School,1401 W 6th St,West Frankfort,IL,62896-1800,37.904525,-88.943841,Eligible School
Thompsonville High School,21191 Shawneetown Rd,Thompsonville,IL,62890-1035,37.918206,-88.763919,Eligible School
Thompsonville Grade  School,21191 Shawneetown Rd,Thompsonville,IL,62890-1035,37.918206,-88.763919,Eligible School
Zeigler-Royalton High School,PO Box 38,Zeigler,IL,62999-0038,37.899054,-89.052317,Eligible School
Zeigler-Royalton Jr High School,PO Box 87,Zeigler,IL,62999-0087,37.899054,-89.052317,Eligible School
Sesser-Valier Elem School,4626 State Highway 154,Sesser,IL,62884-2277,38.053351,-89.056638,Eligible School
Goreville Elementary School,201 S Ferne Clyffe Rd,Goreville,IL,62939-2698,37.551606,-88.979232,Eligible School
New Simpson Hill Dist 32,95 Tunnel Hill Rd,Tunnel Hill,IL,62972-3200,37.516015,-88.834117,Eligible School
Buncombe Cons School,PO Box 40,Buncombe,IL,62912-0040,37.467463,-89.000586,Eligible School
Vienna Elem School Dist 55,PO Box 427,Vienna,IL,62995-0427,37.42417,-88.898049,Eligible School
Cypress Elem School,4580 Mount Pisgah Rd,Cypress,IL,62923-2139,37.37216,-89.021045,Eligible School
Massac Jr High School,3028 Old Marion Rd,Metropolis,IL,62960-2942,37.184776,-88.721195,Eligible School
